书写/显示语言,目标类别,目标槽位,词形,逐格依据,原填充色
炎文 · 炎语,语言名,东国语,东国语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,伊比利亚语（西语型）,伊比利亚语（西语型）,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,伊比利亚语（葡语型）,伊比利亚语（葡语型）,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,卡兹戴尔语,卡兹戴尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,卡西米尔语,卡西米尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,谢拉格语,谢拉格语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,拉特兰语,拉特兰语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,莱塔尼亚语,莱塔尼亚语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,龙门话,龙门话,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,米诺斯语,米诺斯语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,梦魇语,梦魇语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,雷姆必拓区域语体,雷姆必拓区域语体,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,萨米诸语言,萨米诸语言,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,萨尔贡诸语言,萨尔贡诸语言,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,汐斯塔克里奥尔语,汐斯塔克里奥尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,叙拉古语,叙拉古语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,塔拉语,塔拉语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,乌萨斯语,乌萨斯语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,维多利亚语,维多利亚语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,语言名,炎语,炎语,简中常用/编辑归纳；逐项待核,FFF9E0C7
